Ano de exibição	Título da obra	Gênero	País(es) produtor(es) da obra	Nacionalidade da obra	Empresa distribuidora	Origem da empresa distribuidora	Público no ano de exibição	Renda (R$) no ano de exibição
2017	Ninguém deseja a noite	Ficção	Espanha	Estrangeira	Alphaville Filmes	Distribuição Nacional	976	9424,5
2017	Ninguém entra, ninguém sai	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	195992	2648634,69
2017	Ninguém Está Olhando	Ficção	Argentina, Brasil, Colômbia	Brasileira	Vitrine Filmes	Distribuição Nacional	7295	103844,8
2017	Nise - O Coração da Loucura	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	229	2268,6
2017	No Intenso Agora	Documentário	Brasil	Brasileira	Videofilmes	Distribuição Nacional	15958	236324,04
2017	No lugar errado	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	1	5,85
2017	No Mundo da Lua	Animação	Espanha	Estrangeira	Paramount	Distribuição Internacional	95	1131
2017	Noite de Verão em Barcelona	Ficção	Espanha	Estrangeira	Pandora Filmes	Distribuição Nacional	213	1920,5
2017	Nojoom, 10 anos, Divorciada	Ficção	Iêmen	Estrangeira	Esfera Produções	Distribuição Nacional	2589	32399,41
2017	Norman - Confie em mim	Ficção	Estados Unidos, Israel	Estrangeira	Califórnia	Distribuição Nacional	55083	1112097,22
2017	Nos Passos do Mestre	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	146	962
2017	Nosferatu - O Vampiro da Noite	Ficção	Alemanha, França	Estrangeira	F. J. Cines	Distribuição Nacional	57	434
2017	Nove crônicas para um coração aos berros	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	21	134
2017	Nunca me sonharam	Documentário	Brasil	Brasileira	Maria Farinha Filmes	Distribuição Nacional	2827	34808,92
2017	Não devore meu coração	Ficção	Brasil	Brasileira	Tucumán	Distribuição Nacional	7909	107952,14
2017	Nós duas descendo a escada	Ficção	Brasil	Brasileira	Lança Filmes	Distribuição Nacional	97	590
2017	O acampamento	Ficção	Austrália	Estrangeira	Cineart Filmes	Distribuição Nacional	2154	32296,35
2017	O advogado	Ficção	Coréia do Sul	Estrangeira	Contents 360	Distribuição Nacional	114	2127,64
2017	O Amor no Divã	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	76	590
2017	O Apartamento	Ficção	França, Irã	Estrangeira	Pandora Filmes	Distribuição Nacional	45527	619498,95
2017	O assassino – O primeiro alvo	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	168344	2327541,2
2017	O Botão de Pérola	Documentário	Chile, Espanha, França, Suíça	Estrangeira	Filmes da Mostra	Distribuição Nacional	627	7421
2017	O castelo de vidro	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	25997	499004,1
2017	O Chamado 3	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	1535871	21147560
2017	O Cheiro da Gente	Ficção	França	Estrangeira	Zeta Filmes	Distribuição Nacional	38	318
2017	O Cidadão Ilustre	Ficção	Argentina	Estrangeira	Cineart Filmes	Distribuição Nacional	82130	1312961,06
2017	O Clube	Ficção	Chile	Estrangeira	Imovision	Distribuição Nacional	23	277,5
2017	O Crime da Gávea	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	760	13605,85
2017	O Círculo	Ficção	Emirados Árabes Unidos, Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	469262	8317518,38
2017	O Deserto do Deserto	Documentário	Brasil	Brasileira	Ouidah Films	Distribuição Nacional	488	6554,13
2017	O Destino de uma Nação	Ficção	Reino Unido	Estrangeira	Universal	Distribuição Internacional	86	1200
2017	O Dia do Atentado	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	64504	1203700,89
2017	O dia mais feliz da vida de Olli Mäki	Ficção	Alemanha, Finlândia, Suécia	Estrangeira	Zeta Filmes	Distribuição Nacional	2059	25473,41
2017	O Espaço entre Nós	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	43875	590386,83
2017	O Estado das Coisas	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	38939	775564,11
2017	O estranho caso de Angélica	Ficção	Espanha	Estrangeira	Filmes da Mostra	Distribuição Nacional	84	763
2017	O estranho que nós amamos	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	100570	1803264
2017	O Fantasma da Sicília	Ficção	França, Itália, Suíça	Estrangeira	Pandora Filmes	Distribuição Nacional	6918	106354,18
2017	O Fantasma do Futuro	Animação	Japão, Reino Unido	Estrangeira	Cinemark Brasil	Distribuição Nacional	4017	73990,99
2017	O Filho de Joseph	Ficção	Bélgica, França	Estrangeira	Supo Mungam Films	Distribuição Nacional	7445	102475,41
2017	O Filho de Saul	Ficção	Estados Unidos, França, Hungria, Israel	Estrangeira	Sony	Distribuição Internacional	46	632
2017	O Filho Eterno	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	213	1960,5
2017	O filme da minha vida	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	295753	4464615,44
2017	O Formidável	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	20621	307898,61
2017	O Futebol	Documentário	Brasil, Espanha	Estrangeira	Vitrine Filmes	Distribuição Nacional	27	222,5
2017	O futuro	Ficção	Alemanha, Estados Unidos	Estrangeira	Filmes da Mostra	Distribuição Nacional	30	296,5
2017	O futuro perfeito	Ficção	Argentina	Estrangeira	Zeta Filmes	Distribuição Nacional	6284	85694,66
2017	O Garoto Fantasma	Animação	Bélgica, França	Estrangeira	Imovision	Distribuição Nacional	191	2711,04
2017	O Grande Dia	Documentário	França	Estrangeira	Imovision	Distribuição Nacional	2813	43853,66
2017	O Homem Que Caiu Na Terra	Ficção	Estados Unidos, Reino Unido	Estrangeira	Zeta Filmes	Distribuição Nacional	4618	51322
2017	O homem que matou John Wayne	Documentário	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	275	3939,78
2017	O jantar	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	19801	356609,48
2017	O Jardim das Aflições	Documentário	Brasil	Brasileira	Josias Teófilo	Distribuição Nacional	14840	272691,71
2017	O Jovem Karl Marx	Ficção	Alemanha, Bélgica, França	Estrangeira	Califórnia	Distribuição Nacional	5291	96294,45
2017	O Lamento	Ficção	Coréia do Sul	Estrangeira	Califórnia	Distribuição Nacional	176	1209
2017	O Lar das Crianças Peculiares	Ficção	Bélgica, Estados Unidos, Reino Unido	Estrangeira	Fox	Distribuição Internacional	827	6924
2017	O Melhor Professor da Minha Vida	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	21793	318126,21
2017	O Mundo Fora do Lugar	Ficção	Alemanha	Estrangeira	Alphaville Filmes	Distribuição Nacional	5016	68180,35
2017	O Nascimento de uma Nação	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	115	673
2017	O Novato	Ficção	França	Estrangeira	Bonfilm	Distribuição Nacional	1786	23707,19
2017	O Ornitólogo	Ficção	Brasil, França, Portugal	Brasileira	Vitrine Filmes	Distribuição Nacional	4453	30976,85
2017	O Outro Lado da Esperança	Ficção	Alemanha, Finlândia	Estrangeira	Imovision	Distribuição Nacional	15170	240372,21
2017	O Pequeno Príncipe	Animação	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	319	1866,15
2017	O piano que conversa	Documentário	Brasil	Brasileira	Marcelo Machado	Distribuição Nacional	810	9235,02
2017	O poder e o impossível	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	17166	274572,42
2017	O Poderoso Chefinho	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	3228749	46251571
2017	O Profeta das Águas	Documentário	Brasil	Brasileira	Taus Audiovisuais	Distribuição Nacional	22	220,35
2017	O que está por vir	Ficção	Alemanha, França	Estrangeira	Zeta Filmes	Distribuição Nacional	11726	150859,59
2017	O que eu fiz para merecer isso?	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	81	720
2017	O que será de nozes 2	Animação	Canadá, Coréia do Sul, Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	110380	1414345,05
2017	O que te faz mais forte	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	331	3624,87
2017	O Rastro	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	87070	1182424,09
2017	O reencontro	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	21239	281192,99
2017	O Rei do Show	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	368161	5811759
2017	O reino da beleza	Ficção	Canadá	Estrangeira	Fênix Filmes	Distribuição Nacional	2359	30415,98
2017	O Reino Gelado 2	Animação	Rússia	Estrangeira	Califórnia	Distribuição Nacional	299	1749,15
2017	O Reino Gelado: Fogo e gelo	Animação	Rússia	Estrangeira	Califórnia	Distribuição Nacional	123738	1592618,73
2017	O sequestro	Ficção	Estados Unidos	Estrangeira	H2O Films	Distribuição Nacional	61105	833751,64
2017	O Shaolin do Sertão	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	11	78
2017	O Silêncio do Céu	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	106	683,5
2017	O Sonho de Greta	Ficção	Austrália	Estrangeira	Pandora Filmes	Distribuição Nacional	2759	37639,48
2017	O Sétimo Selo	Ficção	Suécia	Estrangeira	F. J. Cines	Distribuição Nacional	659	5998
2017	O Tesouro	Ficção	França, Romênia	Estrangeira	Zeta Filmes	Distribuição Nacional	59	375,94
2017	O Valor de um Homem	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	160	1475,5
2017	O Vendedor de Sonhos	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	31558	429733
2017	O Ídolo	Ficção	Emirados Árabes Unidos, Territórios Palestinos Ocupados	Estrangeira	Califórnia	Distribuição Nacional	2643	34941,38
2017	O Último Poema	Documentário	Brasil	Brasileira	Lança Filmes	Distribuição Nacional	40	170
2017	Olhando para as estrelas	Documentário	Brasil, Estados Unidos	Brasileira	Elo Company	Distribuição Nacional	594	8672
2017	Olhar Instigado	Documentário	Brasil	Brasileira	O2 Play	Distribuição Nacional	709	5850,5
2017	On Yoga - Arquitetura da Paz	Documentário	Brasil	Brasileira	Bretz Filmes	Distribuição Nacional	12964	227292,82
2017	Os Anarquistas	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	22	188,5
2017	Os Belos Dias de Aranjuez	Ficção	Alemanha, França	Estrangeira	Imovision	Distribuição Nacional	16908	278643,05
2017	Os Cavaleiros Brancos	Ficção	Bélgica, França	Estrangeira	Imovision	Distribuição Nacional	77	656,5
2017	Os Cowboys	Ficção	França	Estrangeira	Bonfilm	Distribuição Nacional	2993	37377,59
2017	Os golfinhos vão para o leste	Ficção	Alemanha, Argentina, Uruguai	Estrangeira	Okna Produções	Distribuição Nacional	496	5858,7
2017	Os guardiões	Ficção	Rússia	Estrangeira	Paris	Distribuição Nacional	58127	770722,7
2017	Os meninos que enganavam nazistas	Ficção	Canadá, França, República Tcheca	Estrangeira	Paris	Distribuição Nacional	43788	780591,31
2017	Os oito odiados	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	38	479,79
2017	Os Parças	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	1362132	18409072,37
2017	Os Penetras 2 - Quem dá mais?	Ficção	Brasil	Brasileira	H2O Films/Universal	Codistribuição Internacional-Nacional	401960	5594424,97
2017	Os Pobres Diabos	Ficção	Brasil	Brasileira	Lume Produções Cinematográficas	Distribuição Nacional	4693	53406,35
2017	Os Saltimbancos Trapalhões - Rumo a Hollywood	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	95129	1152692,37
2017	Os Smurfs e a Vila Perdida	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1464327	20896359,87
2017	Os Transgressores	Documentário	Brasil	Brasileira	Film Connection	Distribuição Nacional	161	2711,54
2017	Pai em Dose Dupla 2	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	446461	6229879
2017	Paixão Obsessiva	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	52676	857309
2017	Papa Francisco, conquistando corações	Ficção	Argentina, Espanha, Itália	Estrangeira	Alphaville Filmes/Alpha Filmes	Distribuição Nacional	7115	89549,82
2017	Papéis ao Vento	Ficção	Argentina	Estrangeira	Lança Filmes	Distribuição Nacional	8	108
2017	Para além da curva da estrada	Documentário	Brasil	Brasileira	O2 Play	Distribuição Nacional	17	240
2017	Para Minha Amada Morta	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	11	66,5
2017	Para ter onde ir	Ficção	Brasil	Brasileira	O2 Play	Distribuição Nacional	22	195
2017	Paraíso (2017)	Ficção	Alemanha, Rússia	Estrangeira	Alphaville Filmes	Distribuição Nacional	6296	80891,16
2017	Paris pode esperar	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	119297	2285989,37
2017	Paro quando quero	Ficção	Itália	Estrangeira	Espaço Filmes	Distribuição Nacional	2625	45729,85
2017	Passageiros (2017)	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1244060	21462677,08
2017	Paterson	Ficção	Estados Unidos	Estrangeira	Fênix Filmes	Distribuição Nacional	48652	788393,53
2017	Patrulha Canina	Animação	Canadá	Estrangeira	Flix Media	Distribuição Nacional	9031	172693,42
2017	Patti Cake$	Ficção	Estados Unidos	Estrangeira	RT Features	Distribuição Nacional	451	6700,2
2017	Pearl Jam - Let’s Play Two	Videomusical	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	2498	61112,5
2017	Pedro Osmar, prá liberdade que se conquista	Documentário	Brasil	Brasileira	Complô	Distribuição Nacional	160	1650,29
2017	Pelé: O nascimento de uma lenda	Ficção	Estados Unidos	Estrangeira	Europa	Distribuição Nacional	2794	47110,83
2017	Pendular	Ficção	Argentina, Brasil, França	Brasileira	Vitrine Filmes	Distribuição Nacional	7735	93723,56
2017	Peppa Pig - As Botas de Ouro e Outras Histórias	Animação	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	40	390
2017	Pequena Grande Vida	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	801	9303
2017	Pequeno Segredo	Ficção	Brasil	Brasileira	Diamond Films	Distribuição Nacional	40	421,04
2017	Perdido em Marte	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	100	585
2017	Perdidos em Paris	Ficção	Bélgica, França	Estrangeira	Pandora Filmes	Distribuição Nacional	48811	720478,93
2017	Perfeita é a mãe 2	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	38920	528209,53
2017	Personal Shopper	Ficção	Alemanha, França	Estrangeira	Imovision	Distribuição Nacional	14788	210697,7
2017	Pica-Pau	Animação	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	1617414	20967462
2017	Piratas do Caribe – A Vingança de Salazar	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	3659613	55008892
2017	Pitanga	Documentário	Brasil	Brasileira	Elo Company	Distribuição Nacional	4603	70725,28
2017	Planeta dos macacos: A guerra	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	2694893	42994417,54
2017	Poesia sem Fim	Ficção	Chile, França	Estrangeira	Espaço Filmes	Distribuição Nacional	12716	210458,89
2017	Pokémon O Filme: Eu Escolho Você!	Animação	Japão	Estrangeira	Cinecolor do Brasil	Distribuição Nacional	43813	716260,14
2017	Polícia Federal - A lei é para todos	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	1360480	21553004,35
2017	Por Que Vivemos	Animação	Japão	Estrangeira	Espaço Filmes	Distribuição Nacional	8602	100088,78
2017	Por Trás do Céu	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	1471	18569,03
2017	Por um Punhado de Dólares - Os Novos Emigrados	Documentário	Brasil, Alemanha	Brasileira	Elo Company	Distribuição Nacional	259	3188
2017	Power Rangers	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	1240526	15866589,2
2017	Praia do Futuro	Ficção	Brasil, Alemanha	Brasileira	Califórnia	Distribuição Nacional	64	604
2017	Procurando Dory	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	246	1595
2017	Professor Marston e as Mulheres-Maravilhas	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	4284	72535,23
2017	Punhos de Sangue	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	3321	72536,75
2017	Pássaro Branco na Nevasca	Ficção	Estados Unidos, França	Estrangeira	Imovision	Distribuição Nacional	55	455
2017	Quando o dia chegar	Ficção	Dinamarca	Estrangeira	Califórnia	Distribuição Nacional	117	998
2017	Quando o galo cantar pela terceira vez renegarás tua mãe	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	139	1865
2017	Quatro Vidas de um Cachorro	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	512313	6858195
2017	Quem você quer ser nessa história	Documentário	Brasil	Brasileira	Sant'Ana Filmes	Distribuição Nacional	89	986,12
2017	Quem é Primavera das Neves	Documentário	Brasil	Brasileira	Casa de Cinema de Porto Alegre	Distribuição Nacional	959	11635,26
2017	Rainha de Katwe	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	259	2404
2017	Rammstein: Paris	Videomusical	Alemanha	Estrangeira	Cinecolor do Brasil	Distribuição Nacional	897	25508
2017	Real - O Plano por Trás da História	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	46968	792144,36
2017	Redemoinho	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	11615	137518,8
2017	Rei Arthur: A Lenda da Espada	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	952586	15523013
2017	Relatos Selvagens	Ficção	Argentina, Espanha	Estrangeira	Warner	Distribuição Internacional	1431	20477
2017	Reset	Documentário	França	Estrangeira	Fênix Filmes	Distribuição Nacional	1417	22777,63
2017	Resident Evil 6 - O Capítulo Final	Ficção	Alemanha, Austrália, Canadá, França	Estrangeira	Sony	Distribuição Internacional	1214555	18924216,2
2017	Ressurreição	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	193	1129,05
2017	Rifle	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	2031	14593,37
2017	Rock Dog - No Faro do Sucesso	Animação	China, Estados Unidos	Estrangeira	Paris	Distribuição Nacional	107366	1448803,8
2017	Rock'n roll - Por Trás da Fama	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	4097	60225,81
2017	Roda Gigante	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	63168	1223418,08
2017	Rodin	Ficção	Bélgica, França	Estrangeira	Alphaville Filmes	Distribuição Nacional	14915	227538,42
2017	Rogue One: Uma História Star Wars	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	252349	4465703
2017	Romance à Francesa	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	434	3768
